X,Y,Z
-143.8027227722772,0.5037377049180236,-0.4810262820029543
-143.8027227722772,1.0074754098360472,-0.48138261549904815
-143.8027227722772,1.5112131147541277,-0.48176254323342294
-143.8027227722772,2.0149508196721513,-0.48212795143654796
-143.8027227722772,2.518688524590175,-0.4824041250205324
-143.8027227722772,3.0224262295081985,-0.482737771749048
-143.8027227722772,3.526163934426222,-0.4829670593467039
-143.8027227722772,4.029901639344246,-0.48346193337014176
-143.8027227722772,4.533639344262298,-0.4837435517783448
-143.8027227722772,5.037377049180321,-0.4842099917197511
-143.8027227722772,5.541114754098373,-0.48435095216896995
-143.8027227722772,6.044852459016397,-0.4848539934287355
-143.8027227722772,6.548590163934421,-0.485112622579126
-143.8027227722772,7.052327868852473,-0.48534039772561055
-143.8027227722772,7.556065573770496,-0.48578989821389174
-143.8027227722772,8.05980327868852,-0.48596080519631357
-143.8027227722772,8.563540983606543,-0.486371889424829
-143.8027227722772,9.067278688524567,-0.4866380808310793
-143.8027227722772,9.57101639344262,-0.4870527949424073
-143.8027227722772,10.074754098360671,-0.4874681140342041
-143.8027227722772,10.578491803278695,-0.48762540895607964
-143.8027227722772,11.082229508196718,-0.48810909084084475
-143.8027227722772,11.585967213114742,-0.4883792146201418
-143.8027227722772,12.089704918032766,-0.48872828835061055
-143.8027227722772,12.593442622950846,-0.4890567927451417
-143.8027227722772,13.09718032786887,-0.4894088913779542
-143.8027227722772,13.600918032786893,-0.48980575856545405
-143.8027227722772,14.104655737704917,-0.4902661487021729
-143.8027227722772,14.60839344262294,-0.49037323024514157
-143.8027227722772,15.112131147540993,-0.4907434782920168
-143.8027227722772,15.615868852459016,-0.49125196437600094
-143.8027227722772,16.11960655737704,-0.4914519104209232
-143.8027227722772,16.62334426229509,-0.49197310109475145
-143.8027227722772,17.127081967213115,-0.49236603590920414
-143.8027227722772,17.63081967213114,-0.4929583117881102
-143.8027227722772,18.13455737704919,-0.4934187019248295
-140.77529702970295,-34.25416393442623,-0.48314189870217294
-140.77529702970295,-33.75042622950821,-0.48263553004982906
-140.77529702970295,-33.246688524590155,-0.4820580761924069
-140.77529702970295,-32.74295081967213,-0.48139108522561047
-140.77529702970295,-32.23921311475411,-0.480720464376001
-140.77529702970295,-31.735475409836056,-0.4803698781943604
-140.77529702970295,-31.231737704918032,-0.47980815382912567
-140.77529702970295,-30.727999999999994,-0.47928363576271993
-140.77529702970295,-30.22426229508197,-0.4785567517295166
-140.77529702970295,-29.720524590163933,-0.4778840134482665
-140.77529702970295,-29.216786885245895,-0.47720613283303237
-140.77529702970295,-28.71304918032787,-0.4767442302451417
-140.77529702970295,-28.209311475409848,-0.47618371584084507
-140.77529702970295,-27.705573770491796,-0.4757683967490478
-140.77529702970295,-27.201836065573772,-0.4752913696494385
-140.77529702970295,-26.698098360655734,-0.4749138618369386
-140.77529702970295,-26.194360655737697,-0.4744220127158445
-140.77529702970295,-25.690622950819673,-0.4739413557334231
-140.77529702970295,-25.186885245901635,-0.47365610744240705
-140.77529702970295,-24.68314754098361,-0.4732925141806885
-140.77529702970295,-24.179409836065588,-0.4728094372763918
-140.77529702970295,-23.675672131147536,-0.4727682986045165
-140.77529702970295,-23.171934426229512,-0.47238383351662616
-140.77529702970295,-22.66819672131149,-0.47172198488381367
-140.77529702970295,-22.164459016393437,-0.4714476262412357
-140.77529702970295,-21.660721311475413,-0.4712479826865481
-140.77529702970295,-21.15698360655736,-0.47075704103615745
-140.77529702970295,-20.653245901639337,-0.47042974660256354
-140.77529702970295,-20.149508196721314,-0.47014782570412583
-140.77529702970295,-19.645770491803262,-0.47012302150490726
-140.77529702970295,-19.14203278688524,-0.46987346706154787
-140.77529702970295,-18.638295081967215,-0.4695994109092041
-140.77529702970295,-18.134557377049163,-0.46953830788186046
-140.77529702970295,-17.63081967213114,-0.4693622585654542
-140.77529702970295,-17.127081967213115,-0.46908306007912604
-140.77529702970295,-16.62334426229509,-0.4688610322470952
-140.77529702970295,-16.11960655737704,-0.46879327443459484
-140.77529702970295,-15.615868852459016,-0.46889551613381375
-140.77529702970295,-15.112131147540993,-0.4686931501670166
-140.77529702970295,-14.608393442622969,-0.4685824387412354
-140.77529702970295,-14.104655737704917,-0.46845267043068883
-140.77529702970295,-13.600918032786893,-0.46837341798928245
-140.77529702970295,-13.09718032786887,-0.46822822267678266
-140.77529702970295,-12.593442622950818,-0.46825211940529776
-140.77529702970295,-12.089704918032794,-0.4680757675986573
-140.77529702970295,-11.585967213114742,-0.4683331867881102
-140.77529702970295,-11.082229508196718,-0.46836827565529804
-140.77529702970295,-10.578491803278695,-0.4682917456260012
-140.77529702970295,-10.074754098360643,-0.46834921877053226
-140.77529702970295,-9.57101639344262,-0.46833076686623576
-140.77529702970295,-9.067278688524596,-0.46835829347756386
-140.77529702970295,-8.563540983606543,-0.4684160691123296
-140.77529702970295,-8.05980327868852,-0.46845146046975117
-140.77529702970295,-7.556065573770496,-0.468777544942407
-140.77529702970295,-7.052327868852444,-0.4687745200400637
-140.77529702970295,-6.548590163934421,-0.468842882833032
-140.77529702970295,-6.044852459016397,-0.46914507057717314
-140.77529702970295,-5.541114754098373,-0.4690942522177979
-140.77529702970295,-5.037377049180321,-0.4691441631064701
-140.77529702970295,-4.533639344262298,-0.4694502832236571
-140.77529702970295,-4.029901639344274,-0.4694932368369389
-140.77529702970295,-3.5261639344262505,-0.4698290009970947
-140.77529702970295,-3.0224262295081985,-0.4702778965049075
-140.77529702970295,-2.518688524590175,-0.47032175758889183
-140.77529702970295,-2.014950819672123,-0.47066962135842294
-140.77529702970295,-1.5112131147540993,-0.4708190515342041
-140.77529702970295,-1.0074754098360756,-0.4709594070029546
-140.77529702970295,-0.5037377049180236,-0.47139136305764184
-140.77529702970295,0.0,-0.4715002595420166
-140.77529702970295,0.5037377049180236,-0.4717325720420167
-140.77529702970295,1.0074754098360472,-0.47229308644631374
-140.77529702970295,1.5112131147541277,-0.47258559450295445
-140.77529702970295,2.0149508196721513,-0.4727132453818603
-140.77529702970295,2.518688524590175,-0.4730429597373291
-140.77529702970295,3.0224262295081985,-0.4733747915244386
-140.77529702970295,3.526163934426222,-0.47368635646584467
-140.77529702970295,4.029901639344246,-0.47392713869240755
-140.77529702970295,4.533639344262298,-0.4742486858115482
-140.77529702970295,5.037377049180321,-0.4748240222373292
-140.77529702970295,5.541114754098373,-0.47491658424904815
-140.77529702970295,6.044852459016397,-0.4751452668662357
-140.77529702970295,6.548590163934421,-0.4754928281455322
-140.77529702970295,7.052327868852473,-0.475898467549829
-140.77529702970295,7.556065573770496,-0.4761102107138919
-140.77529702970295,8.05980327868852,-0.4763358684287353
-140.77529702970295,8.563540983606543,-0.47675088503029794
-140.77529702970295,9.067278688524567,-0.4773274314170166
-140.77529702970295,9.57101639344262,-0.47742483327248575
-140.77529702970295,10.074754098360671,-0.47813780275490725
-140.77529702970295,10.578491803278695,-0.47815595216896956
-140.77529702970295,11.082229508196718,-0.47854737453225127
-140.77529702970295,11.585967213114742,-0.4790558606162354
-140.77529702970295,12.089704918032766,-0.47909851173928253
-140.77529702970295,12.593442622950846,-0.4795495246787356
-140.77529702970295,13.09718032786887,-0.47999146291115746
-140.77529702970295,13.600918032786893,-0.48024676466896965
-140.77529702970295,14.104655737704917,-0.48062215504982886
-140.77529702970295,14.60839344262294,-0.4808940937705324
-140.77529702970295,15.112131147540993,-0.4812077761435791
-140.77529702970295,15.615868852459016,-0.4815970810752197
-140.77529702970295,16.11960655737704,-0.4821285564170168
-140.77529702970295,16.62334426229509,-0.48239021046975106
-140.77529702970295,17.127081967213115,-0.4831001550498293
-140.77529702970295,17.63081967213114,-0.4834776628623292
-140.77529702970295,18.13455737704919,-0.48403152248146997
-140.77529702970295,18.638295081967215,-0.48445773122170444
-140.77529702970295,19.14203278688524,-0.4848736552939701
-140.77529702970295,19.645770491803262,-0.48540301320412604
-140.77529702970295,20.149508196721285,-0.4859039370322513
-140.77529702970295,20.653245901639366,-0.48625270827248546
-140.77529702970295,21.15698360655739,-0.48693149635842303
-140.77529702970295,21.660721311475413,-0.48770435890725095
-140.77529702970295,22.164459016393437,-0.488005336690454
-140.77529702970295,22.66819672131146,-0.4886916870322513
-140.77529702970295,23.171934426229484,-0.4893692651572512
-140.77529702970295,23.675672131147564,-0.48993189699318895
-140.77529702970295,24.179409836065588,-0.49059949294045424
-140.77529702970295,24.68314754098361,-0.4914994013877201
-140.77529702970295,25.186885245901635,-0.49217667702248535
-140.77529702970295,25.69062295081966,-0.49284124806740737
-140.77529702970295,26.19436065573771,-0.4937021352744386
-140.77529702970295,26.698098360655734,-0.49442508693459475
-140.77529702970295,27.201836065573758,-0.495074230977564
-140.77529702970295,27.70557377049181,-0.4960059008994384
-140.77529702970295,28.209311475409834,-0.4968298842978762
-140.77529702970295,28.713049180327857,-0.4974654162802983
-140.77529702970295,29.21678688524591,-0.4985501462607669
-140.77529702970295,29.720524590163933,-0.4995728657431888
-140.77529702970295,30.224262295081957,-0.5003411909385007
-140.77529702970295,30.72799999999998,-0.5012417043662354
-140.77529702970295,31.231737704918004,-0.5021670219931886
-140.77529702970295,31.735475409836084,-0.5031764319052976
-140.77529702970295,32.23921311475411,-0.5041882617392823
-140.77529702970295,32.74295081967213,-0.5051435258994386
-140.77529702970295,33.246688524590155,-0.5064551235556887
-140.77529702970295,33.75042622950818,-0.5074052453818605
-140.77529702970295,34.2541639344262,-0.5083707942099855
-137.7478712871287,-44.832655737704926,-0.4903971269736571
-137.7478712871287,-44.32891803278687,-0.4894321831260009
-137.7478712871287,-43.82518032786885,-0.48841369850686034
-137.7478712871287,-43.321442622950826,-0.48753708180764166
-137.7478712871287,-42.817704918032774,-0.48684256422951666
-137.7478712871287,-42.31396721311475,-0.48589607228615694
-137.7478712871287,-41.81022950819671,-0.4847889580283451
-137.7478712871287,-41.30649180327869,-0.4841013977256101
-137.7478712871287,-40.80275409836065,-0.4834722180381106
-137.7478712871287,-40.29901639344261,-0.4824434487510012
-137.7478712871287,-39.79527868852459,-0.4816784509482668
-137.7478712871287,-39.291540983606566,-0.4811599826865476
-137.7478712871287,-38.787803278688514,-0.480310892598657
-137.7478712871287,-38.28406557377049,-0.4793462512412354
-137.7478712871287,-37.78032786885247,-0.47873975832131377
-137.7478712871287,-37.276590163934415,-0.47815474220803234
-137.7478712871287,-36.77285245901639,-0.47683558229592293
-137.7478712871287,-36.269114754098354,-0.4762399790244385
-137.7478712871287,-35.76537704918033,-0.4757187883506102
-137.7478712871287,-35.26163934426229,-0.47466733229592295
-137.7478712871287,-34.757901639344254,-0.47414009181740724
-137.7478712871287,-34.25416393442623,-0.4734691684775636
-137.7478712871287,-33.75042622950821,-0.4725365910849857
-137.7478712871287,-33.246688524590155,-0.4720719660849855
-137.7478712871287,-32.74295081967213,-0.47161853322365754
-137.7478712871287,-32.23921311475411,-0.47106890846779814
-137.7478712871287,-31.735475409836056,-0.47072527956154797
-137.7478712871287,-31.231737704918032,-0.46998780837014165
-137.7478712871287,-30.727999999999994,-0.4693740556845949
-137.7478712871287,-30.22426229508197,-0.46893362990334486
-137.7478712871287,-29.720524590163933,-0.4682856958213133
-137.7478712871287,-29.216786885245895,-0.46756576906350134
-137.7478712871287,-28.71304918032787,-0.4669384043174074
-137.7478712871287,-28.209311475409848,-0.4661416450400635
-137.7478712871287,-27.705573770491796,-0.46589269557717294
-137.7478712871287,-27.201836065573772,-0.46550248317482934
-137.7478712871287,-26.698098360655734,-0.46473143556740704
-137.7478712871287,-26.194360655737697,-0.4643593725791262
-137.7478712871287,-25.690622950819673,-0.46408592140725125
-137.7478712871287,-25.186885245901635,-0.4638236623740477
-137.7478712871287,-24.68314754098361,-0.46342770265725086
-137.7478712871287,-24.179409836065588,-0.4631028281455323
-137.7478712871287,-23.675672131147536,-0.4628562986045166
-137.7478712871287,-23.171934426229512,-0.4624712285361574
-137.7478712871287,-22.66819672131149,-0.46193309840920405
-137.7478712871287,-22.164459016393437,-0.4616617646689698
-137.7478712871287,-21.660721311475413,-0.46158069728615736
-137.7478712871287,-21.15698360655736,-0.46120772682717304
-137.7478712871287,-20.653245901639337,-0.46037103883889197
-137.7478712871287,-20.149508196721314,-0.46029965114357907
-137.7478712871287,-19.645770491803262,-0.4602675871787354
-137.7478712871287,-19.14203278688524,-0.4596946706748293
-137.7478712871287,-18.638295081967215,-0.45961693068459475
-137.7478712871287,-18.134557377049163,-0.4596184431357666
-137.7478712871287,-17.63081967213114,-0.4594759702353759
-137.7478712871287,-17.127081967213115,-0.4591480708213136
-137.7478712871287,-16.62334426229509,-0.45915684303811055
-137.7478712871287,-16.11960655737704,-0.45914202101662616
-137.7478712871287,-15.615868852459016,-0.4590210249228761
-137.7478712871287,-15.112131147540993,-0.45886917482522005
-137.7478712871287,-14.608393442622969,-0.45882712868264175
-137.7478712871287,-14.104655737704917,-0.45862204030373555
-137.7478712871287,-13.600918032786893,-0.45838700539162636
-137.7478712871287,-13.09718032786887,-0.4584965068564699
-137.7478712871287,-12.593442622950818,-0.45856456715920446
-137.7478712871287,-12.089704918032794,-0.45797531618264165
-137.7478712871287,-11.585967213114742,-0.4581090168662354
-137.7478712871287,-11.082229508196718,-0.45835675636818873
-137.7478712871287,-10.578491803278695,-0.45791542311623523
-137.7478712871287,-10.074754098360643,-0.4582393901572508
-137.7478712871287,-9.57101639344262,-0.45828506618264164
-137.7478712871287,-9.067278688524596,-0.45829202345803255
-137.7478712871287,-8.563540983606543,-0.4583482866416264
-137.7478712871287,-8.05980327868852,-0.45855277004006334
-137.7478712871287,-7.556065573770496,-0.45879566969826646
-137.7478712871287,-7.052327868852444,-0.4587363816123293
-137.7478712871287,-6.548590163934421,-0.45871974464943843
-137.7478712871287,-6.044852459016397,-0.45897928127053245
-137.7478712871287,-5.541114754098373,-0.4591147968955327
-137.7478712871287,-5.037377049180321,-0.4590851528525639
-137.7478712871287,-4.533639344262298,-0.4593086931357666
-137.7478712871287,-4.029901639344274,-0.4594027675986574
-137.7478712871287,-3.5261639344262505,-0.4594587282920166
-137.7478712871287,-3.0224262295081985,-0.4596807561240479
-137.7478712871287,-2.518688524590175,-0.46018682228615715
-137.7478712871287,-2.014950819672123,-0.4603423022666262
-137.7478712871287,-1.5112131147540993,-0.4604194372763919
-137.7478712871287,-1.0074754098360756,-0.46074400929787585
-137.7478712871287,-0.5037377049180236,-0.461138759053735
-137.7478712871287,0.0,-0.4613813562217044
-137.7478712871287,0.5037377049180236,-0.4613895234580325
-137.7478712871287,1.0074754098360472,-0.46199510890725115
-137.7478712871287,1.5112131147541277,-0.4621986848349855
-137.7478712871287,2.0149508196721513,-0.4622159267783452
-137.7478712871287,2.518688524590175,-0.4626481853232667
-137.7478712871287,3.0224262295081985,-0.46311341530373573
-137.7478712871287,3.526163934426222,-0.46346127907326684
-137.7478712871287,4.029901639344246,-0.4629246613974858
-137.7478712871287,4.533639344262298,-0.4637250505576418
-137.7478712871287,5.037377049180321,-0.4642716504111575
-137.7478712871287,5.541114754098373,-0.4640759392295166
-137.7478712871287,6.044852459016397,-0.46463645363381323
-137.7478712871287,6.548590163934421,-0.46494136379006346
-137.7478712871287,7.052327868852473,-0.465489476094751
-137.7478712871287,7.556065573770496,-0.4655049030967042
-137.7478712871287,8.05980327868852,-0.4659323217978759
-137.7478712871287,8.563540983606543,-0.4663739575400636
-137.7478712871287,9.067278688524567,-0.4667302910361575
-137.7478712871287,9.57101639344262,-0.4670763398642821
-137.7478712871287,10.074754098360671,-0.4675681889853758
-137.7478712871287,10.578491803278695,-0.4678667468467044
-137.7478712871287,11.082229508196718,-0.4679130278525636
-137.7478712871287,11.585967213114742,-0.46865231398537643
-137.7478712871287,12.089704918032766,-0.4686828654990478
-137.7478712871287,12.593442622950846,-0.46881021388771993
-137.7478712871287,13.09718032786887,-0.4691372058310792
-137.7478712871287,13.600918032786893,-0.469732506612329
-137.7478712871287,14.104655737704917,-0.4697488410849857
-137.7478712871287,14.60839344262294,-0.47022375075295386
-137.7478712871287,15.112131147540993,-0.4708308486533448
-137.7478712871287,15.615868852459016,-0.47137170119240723
-137.7478712871287,16.11960655737704,-0.4715801169638918
-137.7478712871287,16.62334426229509,-0.472084368184595
-137.7478712871287,17.127081967213115,-0.47268602126076686
-137.7478712871287,17.63081967213114,-0.4732047920127198
-137.7478712871287,18.13455737704919,-0.47347794069436056
-137.7478712871287,18.638295081967215,-0.47412738722756353
-137.7478712871287,19.14203278688524,-0.4746098591513914
-137.7478712871287,19.645770491803262,-0.47487574806740707
-137.7478712871287,20.149508196721285,-0.47518217067482915
-137.7478712871287,20.653245901639366,-0.4758524890342044
-137.7478712871287,21.15698360655739,-0.47627627785256355
-137.7478712871287,21.660721311475413,-0.47710631105568835
-137.7478712871287,22.164459016393437,-0.4775915053916262
-137.7478712871287,22.66819672131146,-0.47841548879006357
-137.7478712871287,23.171934426229484,-0.4787557903037354
-137.7478712871287,23.675672131147564,-0.4795812861533446
-137.7478712871287,24.179409836065588,-0.48030938014748514
-137.7478712871287,24.68314754098361,-0.48130396803811015
-137.7478712871287,25.186885245901635,-0.4816787534385014
-137.7478712871287,25.69062295081966,-0.48266759401467274
-137.7478712871287,26.19436065573771,-0.4833261152549073
-137.7478712871287,26.698098360655734,-0.4836031963095948
-137.7478712871287,27.201836065573758,-0.4846664494834232
-137.7478712871287,27.70557377049181,-0.485621713643579
-137.7478712871287,28.209311475409834,-0.4864329924521731
-137.7478712871287,28.713049180327857,-0.48640788576271987
-137.7478712871287,29.21678688524591,-0.4878628637900633
-137.7478712871287,29.720524590163933,-0.48877487184670443
-137.7478712871287,30.224262295081957,-0.48894396388771977
-137.7478712871287,30.72799999999998,-0.49036476051857925
-137.7478712871287,31.231737704918004,-0.4913992771201414
-137.7478712871287,31.735475409836084,-0.4919918554892826
-137.7478712871287,32.23921311475411,-0.4932238982138917
-137.7478712871287,32.74295081967213,-0.4943884856162355
-137.7478712871287,33.246688524590155,-0.4955627527060793
-137.7478712871287,33.75042622950818,-0.49654554347756363
-137.7478712871287,34.2541639344262,-0.4973571247763915
-137.7478712871287,34.75790163934428,-0.49852201466896995
-137.7478712871287,35.261639344262306,-0.49974861256936043
-137.7478712871287,35.76537704918033,-0.5006926845908448
-137.7478712871287,36.269114754098354,-0.5016397815146729
-137.7478712871287,36.77285245901638,-0.50265040138772
-137.7478712871287,37.27659016393443,-0.5033533886924073
-137.7478712871287,37.78032786885245,-0.504763900655298
-137.7478712871287,38.28406557377048,-0.5059787014365478
-137.7478712871287,38.78780327868853,-0.506949090108423
-137.7478712871287,39.29154098360655,-0.5082080544638918
-137.7478712871287,39.795278688524604,-0.5093233359580323
-137.7478712871287,40.29901639344263,-0.5108067480674072
-137.7478712871287,40.80275409836065,-0.5122523488974853
-137.7478712871287,41.306491803278675,-0.513255406514673
-137.7478712871287,41.8102295081967,-0.5144166665244385
-137.7478712871287,42.31396721311472,-0.515818103780298
-137.7478712871287,42.8177049180328,-0.5166777810263916
-137.7478712871287,43.321442622950826,-0.5179449126181885
-137.7478712871287,43.82518032786885,-0.5195357087607668
-137.7478712871287,44.32891803278687,-0.5207949756064703
-137.7478712871287,44.8326557377049,-0.5214477495322511
-134.72044554455445,-53.39619672131147,-0.5011939109092043
-134.72044554455445,-52.892459016393445,-0.5000759070029539
-134.72044554455445,-52.38872131147541,-0.49898633717873553
-134.72044554455445,-51.88498360655737,-0.49772283546975116
-134.72044554455445,-51.38124590163933,-0.49655280324318873
-134.72044554455445,-50.87750819672131,-0.4954541587119383
-134.72044554455445,-50.373770491803285,-0.4943210302939698
-134.72044554455445,-49.87003278688523,-0.4933669760947512
-134.72044554455445,-49.36629508196721,-0.4923832778525634
-134.72044554455445,-48.862557377049185,-0.4911875339560794
-134.72044554455445,-48.35881967213113,-0.490019316670923
-134.72044554455445,-47.85508196721311,-0.48897058302834484
-134.72044554455445,-47.351344262295086,-0.4880806567588136
-134.72044554455445,-46.84760655737705,-0.4870201259970952
-134.72044554455445,-46.34386885245901,-0.48606274440529784
-134.72044554455445,-45.84013114754097,-0.48485278346779825
-134.72044554455445,-45.33639344262295,-0.48415614845803256
-134.72044554455445,-44.832655737704926,-0.4831821299033452
-134.72044554455445,-44.32891803278687,-0.48221506862404784
-134.72044554455445,-43.82518032786885,-0.48136809596779795
-134.72044554455445,-43.321442622950826,-0.4803574760947509
-134.72044554455445,-42.817704918032774,-0.47933747902443846
-134.72044554455445,-42.31396721311475,-0.478420631124048
-134.72044554455445,-41.81022950819671,-0.477952073751001
-134.72044554455445,-41.30649180327869,-0.47678022658303254
-134.72044554455445,-40.80275409836065,-0.4758999800010013
-134.72044554455445,-40.29901639344261,-0.4755106750693603
-134.72044554455445,-39.79527868852459,-0.47436544704201644
-134.72044554455445,-39.291540983606566,-0.4735683852744388
-134.72044554455445,-38.787803278688514,-0.47293890309670417
-134.72044554455445,-38.28406557377049,-0.4722147414756104
-134.72044554455445,-37.78032786885247,-0.4711581430869387
-134.72044554455445,-37.276590163934415,-0.4702990708213135
-134.72044554455445,-36.77285245901639,-0.4700035378623295
-134.72044554455445,-36.269114754098354,-0.4690803376670165
-134.72044554455445,-35.76537704918033,-0.4682146106162355
-134.72044554455445,-35.26163934426229,-0.46755003957131347
-134.72044554455445,-34.757901639344254,-0.4668739738974854
-134.72044554455445,-34.25416393442623,-0.46623208962014173
-134.72044554455445,-33.75042622950821,-0.46567066774514165
-134.72044554455445,-33.246688524590155,-0.46528348024514177
-134.72044554455445,-32.74295081967213,-0.46448097365334506
-134.72044554455445,-32.23921311475411,-0.46387871559670435
-134.72044554455445,-31.735475409836056,-0.46329642189553244
-134.72044554455445,-31.231737704918032,-0.46265937746193897
-134.72044554455445,-30.727999999999994,-0.4619851267295165
-134.72044554455445,-30.22426229508197,-0.46133084035256333
-134.72044554455445,-29.720524590163933,-0.4609146137900635
-134.72044554455445,-29.216786885245895,-0.4603041884970951
-134.72044554455445,-28.71304918032787,-0.4598450083213135
-134.72044554455445,-28.209311475409848,-0.4592164336142823
-134.72044554455445,-27.705573770491796,-0.45879113234475133
-134.72044554455445,-27.201836065573772,-0.4582536071982668
-134.72044554455445,-26.698098360655734,-0.4577487509970948
-134.72044554455445,-26.194360655737697,-0.45727323634865735
-134.72044554455445,-25.690622950819673,-0.4571144289756104
-134.72044554455445,-25.186885245901635,-0.4566419392295167
-134.72044554455445,-24.68314754098361,-0.45646921730568835
-134.72044554455445,-24.179409836065588,-0.4558993257041264
-134.72044554455445,-23.675672131147536,-0.4553717827353765
-134.72044554455445,-23.171934426229512,-0.45503269118264145
-134.72044554455445,-22.66819672131149,-0.4548339550986573
-134.72044554455445,-22.164459016393437,-0.4543584404502199
-134.72044554455445,-21.660721311475413,-0.4539652031455321
-134.72044554455445,-21.15698360655736,-0.4534812187705324
-134.72044554455445,-20.653245901639337,-0.4535084428916263
-134.72044554455445,-20.149508196721314,-0.45309796364357924
-134.72044554455445,-19.645770491803262,-0.45275856960061045
-134.72044554455445,-19.14203278688524,-0.45256285841897004
-134.72044554455445,-18.638295081967215,-0.45241403322365725
-134.72044554455445,-18.134557377049163,-0.45209611598732913
-134.72044554455445,-17.63081967213114,-0.45240132863381355
-134.72044554455445,-17.127081967213115,-0.45215389162209485
-134.72044554455445,-16.62334426229509,-0.45189526247170386
-134.72044554455445,-16.11960655737704,-0.4515658506064697
-134.72044554455445,-15.615868852459016,-0.45180028053811006
-134.72044554455445,-15.112131147540993,-0.45143517482521966
-134.72044554455445,-14.608393442622969,-0.4511450866904543
-134.72044554455445,-14.104655737704917,-0.4512128445029546
-134.72044554455445,-13.600918032786893,-0.4510800512900639
-134.72044554455445,-13.09718032786887,-0.4509496779990476
-134.72044554455445,-12.593442622950818,-0.4507854258017825
-134.72044554455445,-12.089704918032794,-0.45082958937600104
-134.72044554455445,-11.585967213114742,-0.4508108349814699
-134.72044554455445,-11.082229508196718,-0.45077635109475134
-134.72044554455445,-10.578491803278695,-0.4507690913291258
-134.72044554455445,-10.074754098360643,-0.4507781660361574
-134.72044554455445,-9.57101639344262,-0.45079268556740715
-134.72044554455445,-9.067278688524596,-0.450934553487329
-134.72044554455445,-8.563540983606543,-0.45134321779397
-134.72044554455445,-8.05980327868852,-0.4511087878623292
-134.72044554455445,-7.556065573770496,-0.45110001564553226
-134.72044554455445,-7.052327868852444,-0.4514872031455326
-134.72044554455445,-6.548590163934421,-0.45132385841897005
-134.72044554455445,-6.044852459016397,-0.451363484639673
-134.72044554455445,-5.541114754098373,-0.4513510825400635
-134.72044554455445,-5.037377049180321,-0.45149688283303213
-134.72044554455445,-4.533639344262298,-0.451659017598657
-134.72044554455445,-4.029901639344274,-0.4517930207724854
-134.72044554455445,-3.5261639344262505,-0.4519509206748289
-134.72044554455445,-3.0224262295081985,-0.45229454958107906
-134.72044554455445,-2.518688524590175,-0.4524569868369386
-134.72044554455445,-2.014950819672123,-0.45244034987404813
-134.72044554455445,-1.5112131147540993,-0.4527044238486573
-134.72044554455445,-1.0074754098360756,-0.45336143263771955
-134.72044554455445,-0.5037377049180236,-0.4533596176963135
-134.72044554455445,0.0,-0.4535199375205323
-134.72044554455445,0.5037377049180236,-0.45395522096779795
-134.72044554455445,1.0074754098360472,-0.45416998903420414
-134.72044554455445,1.5112131147541277,-0.4541908608603764
-134.72044554455445,2.0149508196721513,-0.45443950783303233
-134.72044554455445,2.518688524590175,-0.4548980830283451
-134.72044554455445,3.0224262295081985,-0.4551213208213136
-134.72044554455445,3.526163934426222,-0.4552202351279542
-134.72044554455445,4.029901639344246,-0.4557671374717045
-134.72044554455445,4.533639344262298,-0.45599400514748556
-134.72044554455445,5.037377049180321,-0.4561570473838139
-134.72044554455445,5.541114754098373,-0.45651519582131384
